n,time_ms
76700,12.091
76800,12.218
76900,12.105
77000,12.157
77100,11.965
77200,12.223
77300,12.193
77400,12.246
77500,12.32
77600,12.25
77700,12.486
77800,12.177
77900,12.325
78000,12.356
78100,12.553
78200,12.533
78300,12.314
78400,12.177
78500,12.41
78600,12.426
78700,12.629
78800,12.343
78900,12.644
79000,12.623
79100,12.624
79200,12.542
79300,12.633
79400,12.798
79500,12.665
79600,12.481
79700,12.737
79800,12.565
79900,12.745
80000,12.634
80100,12.719
80200,12.707
80300,13.032
80400,12.597
80500,12.661
80600,12.808
80700,12.848
80800,12.794
80900,13.17
81000,12.858
81100,12.987
81200,13.375
81300,13.194
81400,14.297
81500,14.224
81600,14.537
81700,13.238
81800,13.008
81900,13.046
82000,12.956
82100,13.107
82200,13.127
82300,13.061
82400,13.133
82500,13.199
82600,13.188
82700,13.742
82800,13.741
82900,13.944
83000,13.415
83100,13.495
83200,13.33
83300,13.38
83400,13.405
83500,13.581
83600,13.449
83700,14.153
83800,14.023
83900,13.561
84000,13.308
84100,13.523
84200,13.708
84300,13.607
84400,13.561
84500,13.281
84600,13.556
84700,13.289
84800,13.588
84900,13.464
85000,13.597
85100,13.593
85200,13.962
85300,13.685
85400,13.42
85500,13.6
85600,13.683
85700,13.693
85800,13.926
85900,13.567
86000,13.758
86100,13.945
86200,13.696
86300,14.05
86400,13.713
86500,14.163
86600,13.814
86700,13.855
86800,14.073
86900,14.038
87000,14.132
87100,13.933
87200,14.208
87300,13.945
87400,13.862
87500,14.348
87600,14.204
87700,14.346
87800,13.972
87900,13.978
88000,14.288
88100,14.127
88200,14.115
88300,14.029
88400,14.191
88500,14.106
88600,14.684
88700,14.188
88800,14.284
88900,14.402
89000,14.218
89100,14.388
89200,14.623
89300,14.383
89400,14.306
89500,14.546
89600,15.171
89700,14.516
89800,14.427
89900,14.475
90000,14.746
90100,14.57
90200,14.306
90300,14.291
90400,14.418
90500,14.757
90600,14.534
90700,14.637
90800,14.35
90900,14.562
91000,14.348
91100,14.506
91200,14.197
91300,14.581
91400,14.902
91500,14.849
91600,14.654
91700,14.626
91800,14.827
91900,14.805
92000,14.844
92100,14.941
92200,14.695
92300,14.962
92400,14.88
92500,15.246
92600,14.598
92700,15.023
92800,14.681
92900,15.105
93000,15.281
93100,14.738
93200,14.934
93300,15.03
93400,14.891
93500,14.97
93600,15.142
93700,14.901
93800,15.049
93900,15.141
94000,15.305
94100,15.312
94200,15.257
94300,15.081
94400,15.183
94500,15.248
94600,15.033
94700,15.122
94800,15.142
94900,15.371
95000,15.747
95100,15.396
95200,15.182
95300,15.456
95400,15.749
95500,15.574
95600,15.214
95700,15.625
95800,15.181
95900,15.448
96000,15.437
96100,15.571
96200,15.411
96300,15.899
96400,15.433
96500,15.936
96600,16.839
96700,15.935
96800,15.503
96900,15.295
97000,15.543
97100,15.37
97200,15.534
97300,15.381
97400,15.403
97500,15.784
97600,15.815
97700,15.368
97800,16.059
97900,16.216
98000,15.963
98100,16.088
98200,15.81
98300,15.835
98400,19.937
98500,15.994
98600,16.081
98700,15.872
98800,15.991
98900,15.805
99000,15.808
99100,15.843
99200,16.22
99300,15.937
99400,15.989
99500,16.358
99600,16.056
99700,16.44
99800,15.873
99900,16.112
100000,15.689
